param n:=41;
param p:=26;


param:  E : c :=

1 29 1
1 30 1
1 35 1
2 29 1
2 31 1
2 33 1
3 29 1
3 38 1
4 28 1
4 29 1
4 41 1
5 29 1
5 39 1
5 40 1
6 28 1
6 29 1
6 40 1
7 29 1
7 30 1
7 36 1
7 37 1
8 30 1
8 33 1
8 36 1
9 27 1
9 30 1
9 34 1
9 36 1
10 29 1
10 35 1
11 28 1
11 29 1
11 35 1
12 30 1
12 33 1
13 29 1
13 30 1
13 31 1
13 35 1
14 28 1
14 29 1
14 30 1
14 37 1
14 38 1
14 39 1
14 41 1
15 28 1
15 29 1
15 32 1
15 39 1
15 41 1
16 28 1
16 29 1
16 32 1
16 34 1
16 40 1
17 28 1
17 29 1
17 31 1
17 37 1
17 38 1
17 41 1
18 30 1
18 35 1
18 38 1
18 39 1
18 41 1
19 27 1
19 29 1
19 30 1
19 33 1
19 35 1
20 28 1
20 29 1
20 30 1
20 37 1
20 41 1
21 29 1
21 30 1
21 34 1
22 29 1
22 34 1
22 41 1
23 28 1
23 29 1
23 32 1
23 41 1
24 27 1
24 29 1
24 30 1
24 32 1
24 41 1
25 28 1
25 29 1
25 39 1
26 28 1
26 29 1
26 38 1;
