param n:=101;
param p:=55;


param:  E : c  :=

1 56 1
1 57 1
1 58 1
1 59 1
1 60 1
1 61 1
1 62 1
1 63 1
1 64 1
1 65 1
1 66 1
1 67 1
1 70 1
1 71 1
1 72 1
1 73 1
1 74 1
1 77 1
1 78 1
1 79 1
1 84 1
1 86 1
1 100 1
2 56 1
2 57 1
2 58 1
2 59 1
2 60 1
2 65 1
2 69 1
2 84 1
2 95 1
3 56 1
3 57 1
3 58 1
3 59 1
3 60 1
3 61 1
3 62 1
3 64 1
3 65 1
3 66 1
3 67 1
3 70 1
3 71 1
3 72 1
3 73 1
3 74 1
3 75 1
3 78 1
3 79 1
3 82 1
3 83 1
3 84 1
3 85 1
3 86 1
3 87 1
3 89 1
3 93 1
3 100 1
3 101 1
4 56 1
4 57 1
4 58 1
4 59 1
4 60 1
4 61 1
4 62 1
4 63 1
4 64 1
4 65 1
4 66 1
4 70 1
4 71 1
4 72 1
4 73 1
4 79 1
4 80 1
4 81 1
4 84 1
4 85 1
4 86 1
4 100 1
4 101 1
5 56 1
5 57 1
5 58 1
5 59 1
5 60 1
5 62 1
5 64 1
5 65 1
5 66 1
5 67 1
5 70 1
5 71 1
5 72 1
5 73 1
5 74 1
5 75 1
5 78 1
5 79 1
5 82 1
5 83 1
5 84 1
5 86 1
5 89 1
5 90 1
5 93 1
5 99 1
5 101 1
6 56 1
6 57 1
6 58 1
6 59 1
6 60 1
6 70 1
6 71 1
6 73 1
6 76 1
6 80 1
6 85 1
6 86 1
6 89 1
7 56 1
7 57 1
7 58 1
7 59 1
7 60 1
7 67 1
7 70 1
7 72 1
7 74 1
7 77 1
7 78 1
7 82 1
7 88 1
7 90 1
8 56 1
8 57 1
8 58 1
8 59 1
8 60 1
8 61 1
8 62 1
8 63 1
8 64 1
8 65 1
8 66 1
8 67 1
8 68 1
8 69 1
8 70 1
8 71 1
8 73 1
8 78 1
8 79 1
8 81 1
8 84 1
8 85 1
8 86 1
8 87 1
8 88 1
8 89 1
8 90 1
8 92 1
8 94 1
8 95 1
8 97 1
8 99 1
8 100 1
8 101 1
9 56 1
9 57 1
9 58 1
9 59 1
9 60 1
9 62 1
9 63 1
9 64 1
9 65 1
9 66 1
9 67 1
9 68 1
9 70 1
9 71 1
9 72 1
9 73 1
9 79 1
9 82 1
9 83 1
9 84 1
9 85 1
9 86 1
9 87 1
9 94 1
9 97 1
9 99 1
9 100 1
10 56 1
10 57 1
10 58 1
10 59 1
10 60 1
10 61 1
10 62 1
10 64 1
10 65 1
10 66 1
10 68 1
10 70 1
10 71 1
10 72 1
10 73 1
10 74 1
10 75 1
10 76 1
10 78 1
10 79 1
10 80 1
10 81 1
10 82 1
10 83 1
10 84 1
10 85 1
10 86 1
11 56 1
11 57 1
11 58 1
11 59 1
11 60 1
11 61 1
11 62 1
11 63 1
11 64 1
11 65 1
11 66 1
11 68 1
11 71 1
11 72 1
11 73 1
11 78 1
11 79 1
11 80 1
11 81 1
11 82 1
11 83 1
11 84 1
11 85 1
11 86 1
12 56 1
12 57 1
12 58 1
12 59 1
12 60 1
12 65 1
12 66 1
12 68 1
12 69 1
12 71 1
12 72 1
12 73 1
12 74 1
12 78 1
12 79 1
12 82 1
12 83 1
12 84 1
12 85 1
12 86 1
12 90 1
12 95 1
12 98 1
13 56 1
13 57 1
13 58 1
13 59 1
13 60 1
13 61 1
13 62 1
13 63 1
13 64 1
13 65 1
13 66 1
13 68 1
13 70 1
13 71 1
13 84 1
14 56 1
14 57 1
14 58 1
14 59 1
14 60 1
14 65 1
14 69 1
14 70 1
14 72 1
14 78 1
14 79 1
14 86 1
14 95 1
14 98 1
15 56 1
15 57 1
15 58 1
15 59 1
15 60 1
15 61 1
15 62 1
15 63 1
15 67 1
15 70 1
15 71 1
15 72 1
15 73 1
15 74 1
15 84 1
15 85 1
15 100 1
16 56 1
16 57 1
16 58 1
16 59 1
16 60 1
16 61 1
16 62 1
16 63 1
16 64 1
16 65 1
16 66 1
16 68 1
16 70 1
16 71 1
16 72 1
16 73 1
16 74 1
16 77 1
16 78 1
16 79 1
16 80 1
16 81 1
16 82 1
16 83 1
16 84 1
16 85 1
16 86 1
16 90 1
16 95 1
16 99 1
16 100 1
16 101 1
17 56 1
17 57 1
17 58 1
17 59 1
17 60 1
17 61 1
17 62 1
17 68 1
17 72 1
17 73 1
17 74 1
17 77 1
17 78 1
17 79 1
17 82 1
17 83 1
17 84 1
17 86 1
17 95 1
18 56 1
18 57 1
18 58 1
18 59 1
18 60 1
18 61 1
18 62 1
18 63 1
18 65 1
18 70 1
18 71 1
18 73 1
18 77 1
18 84 1
18 85 1
19 56 1
19 57 1
19 58 1
19 59 1
19 60 1
19 61 1
19 62 1
19 63 1
19 64 1
19 65 1
19 66 1
19 67 1
19 68 1
19 71 1
19 72 1
19 73 1
19 74 1
19 75 1
19 76 1
19 77 1
19 78 1
19 79 1
19 80 1
19 82 1
19 83 1
19 84 1
19 85 1
19 86 1
19 87 1
19 89 1
19 90 1
19 91 1
19 92 1
19 93 1
19 95 1
19 99 1
19 100 1
19 101 1
20 56 1
20 57 1
20 58 1
20 59 1
20 60 1
20 65 1
20 72 1
20 74 1
20 78 1
20 79 1
20 80 1
20 82 1
20 83 1
20 84 1
20 86 1
20 90 1
20 97 1
20 98 1
21 56 1
21 57 1
21 58 1
21 59 1
21 60 1
21 62 1
21 63 1
21 64 1
21 65 1
21 66 1
21 67 1
21 68 1
21 70 1
21 71 1
21 72 1
21 76 1
21 79 1
21 82 1
21 84 1
21 85 1
21 87 1
21 90 1
22 56 1
22 57 1
22 58 1
22 59 1
22 60 1
22 62 1
22 64 1
22 65 1
22 66 1
22 67 1
22 70 1
22 71 1
22 72 1
22 73 1
22 74 1
22 75 1
22 78 1
22 79 1
22 81 1
22 82 1
22 84 1
22 85 1
22 86 1
22 87 1
23 56 1
23 57 1
23 58 1
23 59 1
23 60 1
23 62 1
23 64 1
23 65 1
23 66 1
23 68 1
23 70 1
23 71 1
23 72 1
23 74 1
23 75 1
23 76 1
23 78 1
23 79 1
23 82 1
23 83 1
23 84 1
23 87 1
24 56 1
24 57 1
24 58 1
24 59 1
24 60 1
24 61 1
24 62 1
24 64 1
24 65 1
24 66 1
24 67 1
24 71 1
24 72 1
24 73 1
24 74 1
24 75 1
24 79 1
24 80 1
24 82 1
24 83 1
24 84 1
24 85 1
25 56 1
25 57 1
25 58 1
25 59 1
25 60 1
25 61 1
25 62 1
25 63 1
25 64 1
25 65 1
25 66 1
25 67 1
25 68 1
25 69 1
25 70 1
25 71 1
25 72 1
25 73 1
25 74 1
25 75 1
25 76 1
25 77 1
25 78 1
25 79 1
25 80 1
25 81 1
25 82 1
25 83 1
25 84 1
25 85 1
25 86 1
25 87 1
25 88 1
25 89 1
25 90 1
25 91 1
25 92 1
25 93 1
25 94 1
25 95 1
25 97 1
25 98 1
25 99 1
25 100 1
25 101 1
26 56 1
26 57 1
26 58 1
26 59 1
26 60 1
26 61 1
26 62 1
26 64 1
26 65 1
26 66 1
26 67 1
26 68 1
26 69 1
26 71 1
26 72 1
26 74 1
26 75 1
26 78 1
26 79 1
26 80 1
26 82 1
26 83 1
26 84 1
26 85 1
26 87 1
26 88 1
26 89 1
26 90 1
26 91 1
26 93 1
26 94 1
26 95 1
26 98 1
27 56 1
27 57 1
27 58 1
27 59 1
